show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1606,TV Show,Check The Store Next Door: The Next Chapter,,"['Ernest Prakasa', 'Chew Kin Wah', 'Dion Wiyoko', 'Morgan Oey', 'Anggika Bolsterli', 'Arie Kriting', 'Yusril Fahriza', 'Awwe', 'Adjis Doaibu', 'Aci Resti', 'Bintang Emon', 'Jenny Zhang', 'Soleh Solihun', 'Denny Gitong']",Indonesia,"December 2, 2020",2020,TV-14,2 Seasons,"['international', 'comedy', 'drama']","When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees."
s3858,Movie,Last Breath,"Alex Parkinson, Richard da Costa",,"United Kingdom, Belgium, Sweden","May 6, 2019",2019,TV-MA,86 min,"['documentary', 'international']","A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself."
s800,Movie,Million Dollar Baby,Clint Eastwood,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Anthony Mackie', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Margo Martindale', 'Riki Lindhome']",United States,"June 2, 2021",2004,PG-13,133 min,"['drama', 'sport']","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents."
s3903,TV Show,Samantha!,,"['Emmanuelle Araújo', 'Douglas Silva', 'Sabrina Nonata', 'Cauã Gonçalves', 'Daniel Furlan', 'Alice Braga', 'Alessandra Negrini', 'Lorena Comparato', 'Rodrigo Pandolfo', 'Luciana Vendramini', 'Maria Eduarda', 'Sidney Alexandre', 'Enzo Ovideo', 'Mauricio Xavier', 'Paulo Tiefenthaler', 'Ary França']",Brazil,"April 19, 2019",2019,TV-MA,2 Seasons,"['international', 'comedy']","A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight."
s3454,TV Show,Raising Dion,,"['Alisha Wainwright', ""Ja'Siah Young"", 'Jason Ritter', 'Michael B. Jordan', 'Jazmyn Simon', 'Ali Ahn', 'Sammi Haney']",United States,"October 4, 2019",2019,TV-PG,1 Season,"['family', 'action', 'adventure', 'drama']",A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.
s7931,Movie,San Pietro,John Huston,,United States,"March 31, 2017",1945,TV-14,32 min,"['classic', 'documentary']","After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians."
s4178,Movie,IO,Jonathan Helpert,"['Margaret Qualley', 'Anthony Mackie', 'Danny Huston']",United States,"January 18, 2019",2019,TV-14,96 min,"['drama', 'sci-fi', 'fantasy']","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s911,Movie,Monster,Anthony Mandler,"['Kelvin Harrison Jr.', 'Jennifer Hudson', 'Jeffrey Wright', 'Jennifer Ehle', 'Tim Blake Nelson', ""Nasir 'Nas' Jones"", 'Rakim Mayers', 'Paul Ben-Victor', 'John David Washington', 'Jharrel Jerome', 'Dorian Missick']",United States,"May 7, 2021",2021,TV-MA,99 min,['drama'],A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
s6038,TV Show,A Good Wife,,"['Tien Hsin', 'Christopher Lee', 'Darren Chiu', 'Shara Lin', 'Blaire Chang', 'Xi Man-Ning', 'Chu De-Kang']",Taiwan,"January 1, 2017",2013,TV-14,1 Season,"['international', 'romance', 'drama']","As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner."
s7966,Movie,Searching for Sugar Man,Malik Bendjelloul,['Rodriguez'],"Sweden, United Kingdom, Finland","December 1, 2019",2012,PG-13,86 min,"['documentary', 'international', 'music']","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
s1241,Movie,Safe Haven,Lasse Hallström,"['Josh Duhamel', 'Julianne Hough', 'Cobie Smulders', 'David Lyons', 'Noah Lomax', 'Mimi Kirkland']",United States,"March 4, 2021",2013,PG-13,116 min,"['drama', 'romance']","When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,"['John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin']",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,['comedy'],"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
s409,Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,"['Vatsal Dubey', 'Julie Tejwani', 'Rupa Bhimani', 'Jigna Bhardwaj', 'Rajesh Kava', 'Mousam', 'Swapnil']",,"July 22, 2021",2011,TV-Y7,67 min,['family'],Young lord Krishna has fallen for demoness Maayandri’s revenge plot against him! Can Bheem rescue him and thwart Maayandri’s other destructive plans?
s5496,Movie,Simplemente Manu NNa,"Jan Suter, Raúl Campos",['Manu NNa'],Mexico,"May 5, 2017",2017,TV-MA,72 min,['comedy'],Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.
s8017,Movie,Siddhant,Vivek Wagh,"['Vikram Gokhale', 'Swati Chitnis', 'Kishore Kadam', 'Ganesh Yadav', 'Sarang Sathaye', 'Archit Deodhar', 'Madhavi Soman', 'Neha Mahajan']",India,"October 30, 2018",2014,TV-G,105 min,"['drama', 'independent', 'international']",A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
s3974,Movie,Verses of Love,Hanung Bramantyo,"['Fedi Nuril', 'Rianti Cartwright', 'Carissa Putri', 'Melanie Putria', 'Zaskia Adya Mecca', 'Surya Saputra', 'Dennis Adhiswara', 'Oka Antara']",Indonesia,"March 27, 2019",2008,TV-PG,126 min,"['drama', 'international', 'romance']","Polygamy, piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle."
s1257,Movie,Tenacious D in The Pick of Destiny,Liam Lynch,"['Jack Black', 'Kyle Gass', 'JR Reed', 'Troy Gentile', 'Ronnie James Dio', 'Paul F. Tompkins', 'Ned Bellamy', 'Fred Armisen', 'Kirk Ward', 'Amy Poehler', 'Tim Robbins', 'Dave Grohl', 'Ben Stiller']","United States, Germany","March 1, 2021",2006,R,94 min,"['comedy', 'cult', 'music']","Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D."
s3488,Movie,The Grandmaster,Wong Kar Wai,"['Tony Leung Chiu-wai', 'Zhang Ziyi', 'Chang Chen', 'Xiao Shen-Yang', 'Zhao Benshan', 'Song Hye-kyo', 'Wang Qingxiang', 'Zhang Jin', 'Lo Hoi-pang', 'Cung Le', 'Julian Cheung']","Hong Kong, China","September 26, 2019",2013,PG-13,108 min,"['action', 'adventure', 'drama', 'international']","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village."
s3028,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",['Leslie Jones'],United States,"January 14, 2020",2020,TV-MA,66 min,['comedy'],"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special."
s7707,Movie,Pardes,Subhash Ghai,"['Shah Rukh Khan', 'Amrish Puri', 'Mahima Chaudhry', 'Apoorva Agnihotri', 'Alok Nath', 'Himani Shivpuri', 'Padmavati Rao', 'Madhuri Bhatia', 'Dina Pathak', 'Benu Kalsi', 'Anand Balraj', 'Ajay Nagrath', 'Deepak Qazir', 'Shashi Sharma', 'Smita Jaykar', 'Pavan Malhotra', 'Aditya Narayan', 'Subhash Ghai']",India,"March 1, 2018",1997,TV-14,187 min,"['drama', 'international', 'romance']","Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
s8253,Movie,The Competition,Harvey Lowry,"['Thora Birch', 'Chris Klein', 'Claire Coffee', 'David Blue', 'Kelsey Tucker', 'Michael Draper', 'Jason Tobias', 'Gabrielle Stone', 'Catherine Johnson', 'Tiffany Fallon']",United States,"July 23, 2019",2018,TV-14,103 min,"['comedy', 'romance']","After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test."
s6645,Movie,Dragonheart: Battle for the Heartfire,Patrik Syversen,"['Tom Rhys Harries', 'Jessamine-Bliss Bell', 'Patrick Stewart', 'André Eriksen', 'Richard Cordery', 'Martin Hutson', 'Turlough Convery', 'Delroy Brown', 'Tamzin Merchant']",United States,"June 13, 2017",2017,PG-13,98 min,"['action', 'adventure', 'sci-fi', 'fantasy']","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne."
s6241,Movie,Barbie: Princess Charm School,Ezekiel Norton,"['Diana Kaarina', 'Morwenna Banks', 'Nicole Oliver', 'Brittney Wilson', 'Ali Liebert', 'Shannon Chan-Kent', 'Madeleine Peters', 'Cathy Weseluck', 'Ellen Kennedy', 'Vincent Tong', 'Derek Waters', 'Brian Drummond', 'Tabitha St. Germain', 'Bethany Brown', 'Miranda Nolte', 'Kelly Metzger', 'Kazumi Evans', 'Anna Cummer']","United States, Canada","October 1, 2017",2011,TV-Y,80 min,['family'],"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown."
s6378,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,"['Cristine Prosperi', 'Jordan Rodrigues', 'Gia Re', 'Sophie Vavasseur', 'Sven Ruygrok', 'Stephan Lee Benson', 'Natalie Walsh', 'Vivica A. Fox']",United States,"August 29, 2017",2017,PG-13,95 min,['comedy'],"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle."
s2396,TV Show,F is for Family,,"['Bill Burr', 'Laura Dern', 'Justin Long', 'Debi Derryberry', 'Sam Rockwell']","United States, France, Canada","June 12, 2020",2020,TV-MA,4 Seasons,['comedy'],"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV."
s8266,Movie,The Dancer,Ifa Isfansyah,"['Prisia Nasution', 'Oka Antara', 'Slamet Rahardjo', 'Dewi Irawan', 'Lukman Sardi', 'Tio Pakusadewo']",Indonesia,"December 8, 2018",2011,TV-MA,105 min,"['drama', 'international', 'romance']","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer."
s4805,TV Show,Somewhere Between,,"['Paula Patton', 'Devon Sawa', 'JR Bourne', 'Aria Birch', 'Catherine Barroll', 'Samantha Ferris', 'Imogen Tear', 'Daniel Bacon', 'Carmel Amit', 'Noel Johansen', 'Rebecca Staab']",United States,"June 30, 2018",2017,TV-14,1 Season,"['crime', 'drama', 'mystery']","A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever."
s1324,Movie,Layla Majnun,Monty Tiwa,"['Reza Rahadian', 'Acha Septriasa', 'Baim Wong', 'Beby Tsabina', 'Dian Nitami', 'Uli Herdinansyah', 'Natasha Rizki', 'Eriska Rein', 'Landung Simatupang', 'August Melasz', 'Chantiq Schagerl', 'Cut Ashifa', 'Aida Cabiyeva', 'Murad Ismayil', 'Nadya Arina', 'Augie Fantinus', 'Angelia Livie', 'Ernanto Kusumo']",Indonesia,"February 11, 2021",2020,TV-14,119 min,"['drama', 'international', 'romance']","While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work — but her arranged marriage stands in the way."
s5794,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,['Cedric the Entertainer'],United States,"September 16, 2016",2016,TV-MA,60 min,['comedy'],"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
s8803,Movie,Zodiac,David Fincher,"['Mark Ruffalo', 'Jake Gyllenhaal', 'Robert Downey Jr.', 'Anthony Edwards', 'Brian Cox', 'Elias Koteas', 'Donal Logue', 'John Carroll Lynch', 'Dermot Mulroney', 'Chloë Sevigny']",United States,"November 20, 2019",2007,R,158 min,"['cult', 'drama', 'thriller']","A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story."
s5406,TV Show,The Ultimatum,,"['Zoe Tay', 'Fann Wong', 'Li Nanxing', 'Tay Ping Hui', 'Elvin Ng', 'Felicia Chin', 'Jerry Yeo']",Singapore,"July 1, 2017",2009,TV-14,1 Season,"['international', 'drama']","Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth."
s6819,Movie,G-Force,Hoyt Yeatman,"['Bill Nighy', 'Will Arnett', 'Zach Galifianakis', 'Kelli Garner', 'Tyler Patrick Jones', 'Piper Mackenzie Harris', 'Gabriel Casseus', 'Jack Conley', 'Niecy Nash', 'Justin Mentell', 'Nicolas Cage', 'Sam Rockwell', 'Jon Favreau', 'Penélope Cruz', 'Steve Buscemi', 'Tracy Morgan']",United States,"March 15, 2019",2009,PG,88 min,"['family', 'comedy']","When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs."
s269,Movie,Unroyal,Moses Inwang,"['Matilda Lambert', 'Ik Ogbonna', 'Prince Sontoye', 'Blossom Chukwujekwu', 'Linda Osifo', 'Emem Inwang', 'Pete Edochie', 'Shaffy Bello', 'Okon Imeh  Bishop', 'Chinenye Nnebe', 'Femi Adebayo']",,"August 15, 2021",2020,TV-MA,97 min,"['drama', 'international']","When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,,"['Kevin Smith', 'Tiffany Smith', 'Robert David', 'Sarah Michelle Gellar', 'Chris Wood', 'Liam Cunningham', 'Alan Oppenheimer', 'Lena Headey', 'Kevin Conroy', 'Henry Rollins', 'Jason Mewes', 'Stephen Root', 'Mark Hamill']",,"July 23, 2021",2021,TV-PG,1 Season,"['anime', 'comedy', 'talkshow']",Take a behind-the-scenes look at “Masters of the Universe: Revelation” as showrunner Kevin Smith and others interview the cast about their iconic roles.
s1490,TV Show,Regiment Diaries,,,India,"December 26, 2020",2020,TV-PG,2 Seasons,"['documentary', 'international']","Historical footage and interviews with soldiers showcase war stories, unique traditions and unifying principles of the Indian Army’s various regiments."
s4173,TV Show,Conversations with a Killer: The Ted Bundy Tapes,,,United States,"January 24, 2019",2019,TV-MA,1 Season,"['crime', 'documentary']","Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
s2390,Movie,Asura Guru,A. Raajdheep,"['Vikram Prabhu', 'Subbaraju', 'Mahima Nambiar', 'Yogi Babu', 'Jagan']",India,"June 13, 2020",2020,TV-14,117 min,"['drama', 'international']","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist."
s6977,TV Show,History's Greatest Hoaxes,,,Australia,"July 12, 2019",2016,TV-PG,1 Season,"['british', 'documentary']","Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history."
s707,TV Show,Elite Short Stories: Omar Ander Alexis,,"['Arón Piper', 'Omar Ayuso', 'Claudia Salas', 'Jorge Clemente', 'Laura Calero', 'Jon Rod']",,"June 16, 2021",2021,TV-MA,1 Season,"['international', 'spanish', 'language', 'drama']","Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment."
s4158,Movie,Habibie & Ainun,Faozan Rizal,"['Reza Rahadian', 'Bunga Citra Lestari', 'Tio Pakusadewo', 'Ratna Riantiarno', 'Mike Lucock', 'Vitta Mariana Barrazza', 'Christoffer Nelwan']","Indonesia, Singapore","January 28, 2019",2012,TV-14,125 min,"['drama', 'international', 'romance']","This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
s540,TV Show,The New Legends of Monkey,,"['Chai Hansen', 'Luciane Buchanan', 'Josh Thomson', 'Emilie Cocquerel', 'Josh McKenzie', 'Jordan Mooney', 'Jarred Blakiston']","Australia, New Zealand","July 6, 2021",2020,TV-PG,2 Seasons,"['family', 'action', 'adventure', 'sci-fi', 'fantasy']",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.
s311,TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,,United States,"August 4, 2021",2021,TV-MA,1 Season,"['crime', 'documentary']",Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.
s4398,Movie,BuyBust,Erik Matti,"['Anne Curtis', 'Brandon Vera', 'Victor Neri', 'Arjo Atayde', 'Levi Ignacio', 'Alex Calleja', 'Lao Rodriguez', 'Joross Gamboa', 'Ricky Pascua', 'Nonie Buencamino']",Philippines,"November 13, 2018",2018,TV-MA,128 min,"['action', 'adventure', 'international']","In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night."
